date,item_code,wt,w_wt
2016-12-01,SA0,100,100
2017-01-01,SA0,100,100
2017-02-01,SA0,100,100
2017-03-01,SA0,100,100
2017-04-01,SA0,100,100
2017-05-01,SA0,100,100
2017-06-01,SA0,100,100
2017-07-01,SA0,100,100
2017-08-01,SA0,100,100
2017-09-01,SA0,100,100
2017-10-01,SA0,100,100
2017-11-01,SA0,100,100
2017-12-01,SA0,100,100
2018-01-01,SA0,100,100
2018-02-01,SA0,100,100
2018-03-01,SA0,100,100
2018-04-01,SA0,100,100
2018-05-01,SA0,100,100
2018-06-01,SA0,100,100
2018-07-01,SA0,100,100
2018-08-01,SA0,100,100
2018-09-01,SA0,100,100
2018-10-01,SA0,100,100
2018-11-01,SA0,100,100
2018-12-01,SA0,100,100
2019-01-01,SA0,100,100
2019-02-01,SA0,100,100
2019-03-01,SA0,100,100
2019-04-01,SA0,100,100
2019-05-01,SA0,100,100
2019-06-01,SA0,100,100
2019-07-01,SA0,100,100
2019-08-01,SA0,100,100
2019-09-01,SA0,100,100
2019-10-01,SA0,100,100
2019-11-01,SA0,100,100
2019-12-01,SA0,100,100
2020-01-01,SA0,100,100
2020-02-01,SA0,100,100
2020-03-01,SA0,100,100
2020-04-01,SA0,100,100
2020-05-01,SA0,100,100
2020-06-01,SA0,100,100
2020-07-01,SA0,100,100
2020-08-01,SA0,100,100
2020-09-01,SA0,100,100
2020-10-01,SA0,100,100
2020-11-01,SA0,100,100
2020-12-01,SA0,100,100
2021-01-01,SA0,100,100
2021-02-01,SA0,100,100
2021-03-01,SA0,100,100
2021-04-01,SA0,100,100
2021-05-01,SA0,100,100
2021-06-01,SA0,100,100
2021-07-01,SA0,100,100
2021-08-01,SA0,100,100
2021-09-01,SA0,100,100
2021-10-01,SA0,100,100
2021-11-01,SA0,100,100
2021-12-01,SA0,100,100
2016-12-01,SA0E,7.039,8.607
2017-01-01,SA0E,7.226366274963923,8.836103783011009
2017-02-01,SA0E,7.15270847384214,8.746038050058148
2017-03-01,SA0E,7.161395584379002,8.756660291909371
2017-04-01,SA0E,7.293813593607475,8.91857559314953
2017-05-01,SA0E,7.297032383293724,8.922511396932672
2017-06-01,SA0E,7.3447567108497225,8.980866743895945
2017-07-01,SA0E,7.274693686386804,8.895196556148774
2017-08-01,SA0E,7.3725724221233335,9.01487865282221
2017-09-01,SA0E,7.683412799365397,9.394961495118338
2017-10-01,SA0E,7.388134707541169,9.033907576048705
2017-11-01,SA0E,7.462550925351708,9.124900669768738
2017-12-01,SA0E,7.513,9.238
2018-01-01,SA0E,7.619316880058027,9.368727450815392
2018-02-01,SA0E,7.68775189609101,9.452875284984527
2018-03-01,SA0E,7.635741696383145,9.38892343819879
2018-04-01,SA0E,7.830074035970856,9.627874876121227
2018-05-01,SA0E,8.081998352223172,9.937641525068237
2018-06-01,SA0E,8.151923986040838,10.023622225881173
2018-07-01,SA0E,8.079158365543035,9.934149471700595
2018-08-01,SA0E,8.068699389590204,9.921289093708811
2018-09-01,SA0E,8.031847009363375,9.875975332423646
2018-10-01,SA0E,8.003217823531598,9.840772827603473
2018-11-01,SA0E,7.67985843088149,9.44316946419316
2018-12-01,SA0E,7.347,9.023
2019-01-01,SA0E,7.142771024320985,8.772182244786748
2019-02-01,SA0E,7.189909707275959,8.830074219239277
2019-03-01,SA0E,7.466394941764219,9.169631354231461
2019-04-01,SA0E,7.805044948962102,9.585534309852326
2019-05-01,SA0E,7.903069904219127,9.705920749390113
2019-06-01,SA0E,7.747507230926812,9.514871069096586
2019-07-01,SA0E,7.773680096421647,9.547014497075342
2019-08-01,SA0E,7.581409791342561,9.310883428240633
2019-09-01,SA0E,7.521009640099689,9.236704775094527
2019-10-01,SA0E,7.536354450847165,9.25555004899877
2019-11-01,SA0E,7.480625703351025,9.187108441722648
2019-12-01,SA0E,6.706,8.072
2020-01-01,SA0E,6.681996052552584,8.043106492127118
2020-02-01,SA0E,6.517066924849412,7.844581601160818
2020-03-01,SA0E,6.256023549559603,7.530364165231899
2020-04-01,SA0E,5.777683136347661,6.95458668007729
2020-05-01,SA0E,5.777412677106856,6.954261128781171
2020-06-01,SA0E,6.069337439245922,7.305650433879074
2020-07-01,SA0E,6.172633911923046,7.429988210116734
2020-08-01,SA0E,6.143799210259855,7.395279932182753
2020-09-01,SA0E,6.181759458410715,7.440972613822143
2020-10-01,SA0E,6.104619301199252,7.348119146925194
2020-11-01,SA0E,6.043987973231038,7.275137327754389
2020-12-01,SA0E,6.155,7.364
2021-01-01,SA0E,6.349088413712313,7.596212360451254
2021-02-01,SA0E,6.56073594023434,7.8494328942137575
2021-03-01,SA0E,6.898972266158068,8.25410751713859
2021-04-01,SA0E,6.941346635809324,8.304805300747336
2021-05-01,SA0E,7.073173579313053,8.462526439977468
2021-06-01,SA0E,7.168302621466313,8.576341267989916
2021-07-01,SA0E,7.254899411766241,8.679947890860534
2021-08-01,SA0E,7.294330624907578,8.72712440646944
2021-09-01,SA0E,7.321440366546571,8.759559197278465
2021-10-01,SA0E,7.469094420200485,8.93621629737715
2021-11-01,SA0E,7.54208219284119,9.023540742174252
2021-12-01,SA0E,7.348,9.029
2016-12-01,SA0L1,86.302,85.034
2017-01-01,SA0L1,86.3303097953054,85.0618938510579
2017-02-01,SA0L1,86.34299090325842,85.07438864067667
2017-03-01,SA0L1,86.33363129743493,85.0651665517147
2017-04-01,SA0L1,86.3426614026286,85.07406398126486
2017-05-01,SA0L1,86.33901445768483,85.07047061939204
2017-06-01,SA0L1,86.37110952768923,85.10209412965546
2017-07-01,SA0L1,86.3312918623976,85.06286148903986
2017-08-01,SA0L1,86.35688852191657,85.08808206730613
2017-09-01,SA0L1,86.40150842245356,85.13204638588812
2017-10-01,SA0L1,86.37291438209225,85.10387246607068
2017-11-01,SA0L1,86.39996357993935,85.13052424111333
2017-12-01,SA0L1,86.616,85.195
2018-01-01,SA0L1,86.62897742952887,85.20776452513059
2018-02-01,SA0L1,86.6942946370189,85.27201015517716
2018-03-01,SA0L1,86.71907440756146,85.2963833951256
2018-04-01,SA0L1,86.72767263826738,85.30484056545198
2018-05-01,SA0L1,86.78837307391143,85.36454516523371
2018-06-01,SA0L1,86.80264847261502,85.37858636538787
2018-07-01,SA0L1,86.77645324607774,85.35282089105468
2018-08-01,SA0L1,86.76651686009913,85.34304751888965
2018-09-01,SA0L1,86.76526783822594,85.34181898815068
2018-10-01,SA0L1,86.79088593717158,85.36701680310026
2018-11-01,SA0L1,86.74509862598634,85.32198066686185
2018-12-01,SA0L1,86.659,85.227
2019-01-01,SA0L1,86.62144772888198,85.19006826283969
2019-02-01,SA0L1,86.63592373200721,85.20430505669093
2019-03-01,SA0L1,86.68511784635871,85.25268626099555
2019-04-01,SA0L1,86.75581594788515,85.32221610900666
2019-05-01,SA0L1,86.7631955910776,85.32947380699952
2019-06-01,SA0L1,86.7683056417473,85.33449941643912
2019-07-01,SA0L1,86.77965951966134,85.34566567675807
2019-08-01,SA0L1,86.77186632570992,85.33800126174175
2019-09-01,SA0L1,86.75503013033547,85.3214432767295
2019-10-01,SA0L1,86.75024265319074,85.31673491043615
2019-11-01,SA0L1,86.75152615834888,85.31799720626363
2019-12-01,SA0L1,86.229,84.657
2020-01-01,SA0L1,86.21720536958543,84.64542039189824
2020-02-01,SA0L1,86.21164747282006,84.63996381851265
2020-03-01,SA0L1,86.13764673992245,84.56731215787745
2020-04-01,SA0L1,85.8293967721604,84.26468174907261
2020-05-01,SA0L1,85.74012511893085,84.17703756501093
2020-06-01,SA0L1,85.7473094854157,84.18409095671801
2020-07-01,SA0L1,85.86686340161118,84.30146534217256
2020-08-01,SA0L1,85.90005860539982,84.33405537994565
2020-09-01,SA0L1,85.91533315602307,84.34905146748129
2020-10-01,SA0L1,85.88633336799174,84.32058036083076
2020-11-01,SA0L1,85.91723320885092,84.35091688134726
2020-12-01,SA0L1,85.881,84.269
2021-01-01,SA0L1,85.89336546446178,84.28113336273134
2021-02-01,SA0L1,85.94792666711595,84.3346704429524
2021-03-01,SA0L1,86.02404214200475,84.40935721829739
2021-04-01,SA0L1,86.07258086245999,84.45698485926621
2021-05-01,SA0L1,86.12639644297616,84.50979031279513
2021-06-01,SA0L1,86.15419782665897,84.53706986009391
2021-07-01,SA0L1,86.12491903334183,84.5083406343741
2021-08-01,SA0L1,86.10334830985254,84.48717479678815
2021-09-01,SA0L1,86.02285972950536,84.40819699986827
2021-10-01,SA0L1,86.00553013495416,84.39119268455715
2021-11-01,SA0L1,86.01017496699751,84.39575033236586
2021-12-01,SA0L1,86.63,85.686
2016-12-01,SA0L1E,79.263,76.427
2017-01-01,SA0L1E,79.10393203642218,76.2736234276729
2017-02-01,SA0L1E,79.1900801043425,76.35668915048112
2017-03-01,SA0L1E,79.17208105180529,76.3393340971995
2017-04-01,SA0L1E,79.04856193950972,76.22023445177334
2017-05-01,SA0L1E,79.04163062236137,76.21355113451689
2017-06-01,SA0L1E,79.02612658825828,76.19860182885856
2017-07-01,SA0L1E,79.05621014846744,76.2276090107228
2017-08-01,SA0L1E,78.98412443791342,76.1581024994816
2017-09-01,SA0L1E,78.71780575045048,75.90131259338756
2017-10-01,SA0L1E,78.98464084135364,76.1586004262031
2017-11-01,SA0L1E,78.93725529991612,76.11291032141969
2017-12-01,SA0L1E,79.103,75.957
2018-01-01,SA0L1E,79.00950609786534,75.86722443744937
2018-02-01,SA0L1E,79.00650859747746,75.8643461504443
2018-03-01,SA0L1E,79.08313625577901,75.93792625539115
2018-04-01,SA0L1E,78.89740825855544,75.75958483363583
2018-05-01,SA0L1E,78.70636700875274,75.57614147230613
2018-06-01,SA0L1E,78.65070547228736,75.52269364699862
2018-07-01,SA0L1E,78.69728133997194,75.56741714903669
2018-08-01,SA0L1E,78.69781327780107,75.5679279312028
